,meanHQ,meanER,Month,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.HQ,SUN PHARMACEUTICAL INDUSTRIES LTD.HQ,AXIS BANK LTD.HQ,ICICI BANK LTD.HQ,OIL AND NATURAL GAS CORPORATION LTD.ER_x,MARUTI SUZUKI INDIA LTD.ER_x,PIDILITE INDUSTRIES LTD.ER,INDUSIND BANK LTD.ER,ULTRATECH CEMENT LTD.ER,BAJAJ FINSERV LTD.ER_x,INDIAN OIL CORPORATION LTD.ER_x,ASIAN PAINTS LTD.ER,BAJAJ FINANCE LIMITEDER,LARSEN & TOUBRO LTD.ER,KOTAK MAHINDRA BANK LTD.ER,HDFC BANK LTDER,RELIANCE INDUSTRIES LTD.ER,ITC LTD.ER,HINDUSTAN ZINC LTD.ER,DABUR INDIA LTD.ER_x,NTPC LTD.ER_x,HCL TECHNOLOGIES LTD.ER_x,POWER GRID CORPORATION OF INDIA LTD.ER_x,TATA STEEL LTD.ER_x,INDIAN OIL CORPORATION LTD.ER_y,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_x,BHARTI INFRATEL LTD.ER,HERO MOTOCORP LTD.ER,POWER GRID CORPORATION OF INDIA LTD.ER_y,MARUTI SUZUKI INDIA LTD.ER_y,DABUR INDIA LTD.ER_y,OIL AND NATURAL GAS CORPORATION LTD.ER_y,GODREJ CONSUMER PRODUCTS LTD.ER,HINDUSTAN UNILEVER LTD.ER,OIL AND NATURAL GAS CORPORATION LTD.ER,TECH MAHINDRA LTD.ER,BAJAJ AUTO LTD.ER,AXIS BANK LTD.ER,BAJAJ FINSERV LTD.ER_y,HOUSING DEVELOPMENT FINANCE CORP.LTD.ER,DABUR INDIA LTD.ER,NTPC LTD.ER_y,HCL TECHNOLOGIES LTD.ER_y,POWER GRID CORPORATION OF INDIA LTD.ER,TATA STEEL LTD.ER_y,INDIAN OIL CORPORATION LTD.ER,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_y
36,-5.516166666666667,-2.9161778850096782,February-2017,-2.85,-7.51,-8.64,-2.73,4.33,-0.45,-1.19,-4.9,-2.13,-22.33,-5.16,-5.53,-6.86,-1.77,-3.68,-7.95,-18.67,-1.59,-3.22,0.14,5.59,-3.86,7.04,-4.38,-5.16,-2.85,3.1,1.39,7.04,-0.45,0.14,4.33,-4.41,-1.14,4.33,-10.65,2.8,-8.64,-22.33,-0.18,0.14,5.59,-3.86,7.04,-4.38,-5.16,-2.85
37,-3.2093333333333334,-2.828469431821677,March-2017,-12.61,-1.29,3.03,-0.25,4.32,-1.71,-2.48,-7.27,-5.77,-3.12,-0.47,-4.56,-6.03,-7.3,-8.88,-3.82,-6.54,-6.98,6.23,-0.47,-1.75,-3.92,-2.71,0.0,-0.47,-12.61,-14.37,-2.83,-2.71,-1.71,-0.47,4.32,-1.17,-5.19,4.32,8.05,-1.79,3.03,-3.12,-9.76,-0.47,-1.75,-3.92,-2.71,0.0,-0.47,-12.61
38,1.7691666666666666,-2.6264571793146136,April-2017,3.8,6.57,-3.83,-0.51,-0.68,-8.32,-2.7,-2.52,-6.25,-11.76,-13.73,-4.52,-8.67,-10.8,-3.38,-6.92,-5.73,0.66,6.92,-3.39,0.93,6.96,-5.27,7.0,-13.73,3.8,-9.02,-2.69,-5.27,-8.32,-3.39,-0.68,-4.36,-2.74,-0.68,9.28,-2.17,-3.83,-11.76,-2.31,-3.39,0.93,6.96,-5.27,7.0,-13.73,3.8
39,1.1561666666666668,-1.512079418917129,May-2017,-3.69,21.97,-0.9,-17.16,4.97,-10.56,-7.06,-2.39,0.99,8.26,1.82,-2.95,-3.85,-0.67,-6.98,-5.91,3.89,-11.95,10.69,2.43,2.65,-6.52,-0.1,-12.49,1.82,-3.69,-3.66,-13.05,-0.1,-10.56,2.43,4.97,-3.92,-14.13,4.97,6.49,0.85,-0.9,8.26,-2.15,2.43,2.65,-6.52,-0.1,-12.49,1.82,-3.69
40,-2.6620000000000004,1.112945730084483,June-2017,-6.93,-10.59,-0.37,11.09,11.16,-0.04,-4.48,-0.03,5.57,1.8,10.87,4.2,-3.72,4.09,0.94,-1.16,-2.96,-3.83,-9.48,-4.49,1.0,1.7,-1.32,-7.81,10.87,-6.93,-1.82,1.23,-1.32,-0.04,-4.49,11.16,46.7,-1.39,11.16,2.19,1.88,-0.37,1.8,-2.94,-4.49,1.0,1.7,-1.32,-7.81,10.87,-6.93
41,-2.5016666666666665,-4.770841016251489,July-2017,-9.35,4.11,-0.53,-4.08,-7.66,-6.79,1.03,-10.93,-2.44,-21.47,4.56,-5.01,-23.86,29.37,-6.73,-7.93,-16.92,11.95,-7.25,-6.14,-3.57,-4.49,-5.94,-4.26,4.56,-9.35,-7.26,1.15,-5.94,-6.79,-6.14,-7.66,-7.21,-6.63,-7.66,-1.02,-0.61,-0.53,-21.47,-10.51,-6.14,-3.57,-4.49,-5.94,-4.26,4.56,-9.35
42,4.015166666666667,-1.6464530414262026,August-2017,0.98,9.66,3.51,1.42,7.29,0.07,-5.21,-0.9,1.51,-10.08,-23.57,-0.75,-4.79,4.71,4.3,0.47,1.26,1.03,-4.68,-1.61,-2.8,3.02,2.11,-12.41,-23.57,0.98,5.96,-9.41,2.11,0.07,-1.61,7.29,10.29,-5.55,7.29,-11.11,-0.03,3.51,-10.08,0.6,-1.61,-2.8,3.02,2.11,-12.41,-23.57,0.98
43,0.8861666666666667,1.984101755260363,September-2017,4.14,-4.76,-1.63,6.95,-8.69,-3.51,5.16,-1.36,3.64,6.49,11.87,4.37,-2.88,-0.46,-2.66,-1.58,50.92,8.49,-0.24,3.19,0.86,-1.46,3.53,-2.05,11.87,4.14,-5.43,5.43,3.53,-3.51,3.19,-8.69,1.35,3.47,-8.69,-6.82,-10.67,-1.63,6.49,1.96,3.19,0.86,-1.46,3.53,-2.05,11.87,4.14
44,-9.095666666666665,-5.493151536387875,October-2017,-14.38,-9.98,-2.8,-8.3,-11.98,-3.06,1.37,3.1,-14.24,2.38,-3.56,-5.7,1.92,-6.96,-2.26,-0.32,-20.28,-3.04,-6.64,-9.2,-7.92,2.17,-1.0,-8.08,-3.56,-14.38,-10.97,-1.95,-1.0,-3.06,-9.2,-11.98,-2.04,-5.25,-11.98,-5.27,-4.89,-2.8,2.38,1.92,-9.2,-7.92,2.17,-1.0,-8.08,-3.56,-14.38
45,1.5751666666666664,1.1917905641775033,November-2017,7.31,2.43,-2.48,-2.62,5.52,-4.69,-7.85,-2.12,4.32,-3.97,5.02,2.79,3.91,0.31,2.38,-2.39,1.93,3.93,5.01,-4.11,-0.22,0.89,3.2,1.21,5.02,7.31,13.3,5.51,3.2,-4.69,-4.11,5.52,-2.89,-2.98,5.52,-1.65,-1.59,-2.48,-3.97,1.73,-4.11,-0.22,0.89,3.2,1.21,5.02,7.31
46,-3.567999999999999,-2.577566587012151,December-2017,-1.45,-5.71,-4.93,-2.01,-7.81,-13.12,-7.03,0.68,-2.61,-0.28,1.3,-0.88,-1.59,-3.3,-0.89,-1.16,0.17,-2.91,-3.12,-0.52,2.05,-5.04,2.72,-5.37,1.3,-1.45,1.44,-3.95,2.72,-13.12,-0.52,-7.81,-3.93,-7.41,-7.81,-2.97,-0.35,-4.93,-0.28,-1.94,-0.52,2.05,-5.04,2.72,-5.37,1.3,-1.45
47,-5.9235,-2.7936900494493635,January-2018,-5.88,-1.5,-5.51,-12.4,-4.47,2.23,0.73,-6.3,-1.37,8.16,-7.56,2.32,4.51,-12.7,-9.97,-7.09,-4.35,-3.1,-0.34,-1.65,3.92,-10.67,3.42,3.74,-7.56,-5.88,7.06,2.5,3.42,2.23,-1.65,-4.47,-5.4,-0.11,-4.47,-21.24,-0.47,-5.51,8.16,-14.34,-1.65,3.92,-10.67,3.42,3.74,-7.56,-5.88
48,8.282,4.319618473090207,February-2018,4.71,7.59,10.75,11.18,7.3,6.74,-0.21,4.24,5.16,-5.11,9.22,1.08,2.11,6.88,1.89,6.11,0.91,2.27,-5.13,8.27,4.11,4.6,-2.56,4.73,9.22,4.71,1.1,2.47,-2.56,6.74,8.27,7.3,-1.44,3.89,7.3,-0.28,9.58,10.75,-5.11,7.21,8.27,4.11,4.6,-2.56,4.73,9.22,4.71
