,meanHQ,meanER,Month,TATA STEEL LTD.HQ,PIDILITE INDUSTRIES LTD.HQ,VEDANTA LIMITEDHQ,JSW STEEL LTD.HQ,GODREJ CONSUMER PRODUCTS LTD.HQ,TECH MAHINDRA LTD.HQ,BHARAT PETROLEUM CORPORATION LTD.HQ,BAJAJ AUTO LTD.HQ,MAHINDRA & MAHINDRA LTD.HQ,INDUSIND BANK LTD.HQ,ULTRATECH CEMENT LTD.HQ,BAJAJ FINSERV LTD.HQ,INDIAN OIL CORPORATION LTD.HQ,ASIAN PAINTS LTD.HQ,BAJAJ FINANCE LIMITEDHQ,LARSEN & TOUBRO LTD.HQ,KOTAK MAHINDRA BANK LTD.HQ,STATE BANK OF INDIAHQ,HOUSING DEVELOPMENT FINANCE CORP.LTD.HQ,HINDUSTAN UNILEVER LTD.HQ,HDFC BANK LTDHQ,TATA CONSULTANCY SERVICES LTD.HQ,RELIANCE INDUSTRIES LTD.HQ,BOSCH LTD.ER,INFOSYS LTD.ER,BHARTI AIRTEL LTD.ER,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER,SUN PHARMACEUTICAL INDUSTRIES LTD.ER,AXIS BANK LTD.ER,BRITANNIA INDUSTRIES LTD.ER,NTPC LTD.ER,BHARAT PETROLEUM CORPORATION LTD.ER
10,1.6796382035726696,2.6793372843847525,December-2014,15.62,-18.05,7.44,12.91,-1.87,1.9,13.41,7.62,6.74,-6.79,-7.28,-14.01,9.08,-1.08,-12.89,8.76,-5.07,2.99,2.16,3.45,0.56,3.34,10.06,-2.66,54.78,7.62,-9.7,1.6,-4.37,-11.57,-1.05,13.41
11,-7.070811796748736,-7.849849794876553,January-2015,2.23,-5.0,5.77,6.7,-9.43,-11.06,-15.55,2.01,-2.31,-8.53,-17.54,-9.98,-4.72,-14.06,-16.16,-13.61,-4.57,0.59,-11.51,-22.82,-13.03,2.88,-2.72,-22.42,-8.7,-5.64,-6.92,-10.87,-17.26,-2.63,0.21,-15.55
12,-0.5693069800191312,-1.3568760383036391,February-2015,8.91,1.65,-7.86,-3.43,-6.54,0.46,0.11,9.52,-2.26,-5.16,0.08,2.44,4.38,4.56,-7.88,-3.93,-5.8,2.71,-5.57,2.47,0.76,-7.83,5.36,-8.6,-7.1,4.17,2.94,0.54,-4.2,-10.87,-8.31,0.11
13,7.330243246706076,5.095368067696133,March-2015,10.91,-7.25,12.94,10.21,7.98,78.03,-8.65,6.68,8.08,3.65,8.36,1.25,-10.92,1.17,6.11,2.71,6.03,11.47,1.86,4.06,4.21,4.79,4.8,1.91,3.41,-10.27,6.79,-12.21,8.64,-3.09,5.39,-8.65
14,1.2662144208068804,1.8900524143053308,April-2015,-13.78,5.75,-10.85,-2.72,-1.6,0.98,5.46,3.37,3.54,6.63,7.27,-2.77,2.17,5.67,2.12,5.03,-1.58,-1.14,10.82,2.68,3.29,3.16,-4.63,11.34,12.37,3.11,-3.1,8.1,-1.33,-1.61,-2.0,5.46
15,-3.0567406275635682,-3.6256428855105303,May-2015,8.88,2.41,6.33,1.76,0.7,11.05,-10.95,-18.75,-10.05,-6.16,-11.65,-6.66,1.21,-3.16,-5.22,-1.4,-4.97,-3.0,-5.65,-1.21,-6.26,-5.84,-1.66,-5.11,-4.12,-11.44,-1.9,-2.8,-3.06,-16.22,9.05,-10.95
16,-2.3185886602313936,0.3124481328531028,June-2015,7.25,0.29,11.59,4.79,-17.21,13.75,-3.25,-9.53,-1.67,0.3,-0.5,-0.2,-8.05,4.14,-29.34,-7.7,0.89,5.52,-4.93,-6.59,-1.56,2.24,-14.06,7.36,51.28,1.27,4.87,9.48,4.55,-8.41,-0.8,-3.25
17,-0.6211309583616202,-1.6966450351963545,July-2015,18.84,-1.2,25.16,3.95,-11.35,-10.75,-5.49,0.65,-6.28,-12.1,-5.29,-20.95,-12.13,-16.83,-0.73,-0.38,49.87,-2.89,-3.29,-0.5,-4.1,1.65,-0.12,-12.45,-9.41,0.31,-5.25,5.89,-2.7,-14.22,2.1,-5.49
18,6.602828784561762,5.851794087138834,August-2015,9.0,-2.37,24.24,-9.93,2.59,2.64,4.52,10.49,10.18,12.35,7.99,1.54,3.85,3.73,8.6,10.3,6.43,8.62,11.22,6.47,7.47,-2.2,14.46,5.62,-1.59,15.31,-9.4,-9.11,11.69,7.2,10.04,4.52
19,1.6877339862306349,2.2197818976788177,September-2015,5.84,0.66,13.69,3.54,8.93,-8.23,3.84,-2.43,-3.09,-9.96,7.53,4.75,3.03,0.88,-1.47,8.63,0.32,3.99,-2.05,5.59,-3.96,-0.88,-0.43,16.58,-5.96,4.65,15.56,3.26,2.2,-5.26,-1.98,3.84
20,-3.2052517828182463,-2.882202169111121,October-2015,-16.45,1.01,-17.51,-2.65,-3.95,3.43,-2.5,-10.38,6.2,3.3,-7.61,-13.01,0.75,1.47,-2.29,3.79,-6.13,0.02,-3.62,1.41,-2.63,3.49,-10.15,-5.46,2.1,-3.18,1.27,-2.37,4.16,-4.68,-7.23,-2.5
21,-0.0944429730976493,1.5144834554306683,November-2015,6.77,0.76,9.95,0.81,2.69,1.02,-3.84,2.67,-15.62,-2.45,2.66,0.98,-5.45,-1.42,-5.61,2.63,-0.52,-5.59,3.18,-0.95,1.92,5.29,-2.13,8.71,4.19,4.09,9.25,17.81,1.28,9.39,1.28,-3.84
22,-2.2641830908429172,-2.2536554071614674,December-2015,-12.82,0.66,-0.28,-14.18,-7.23,2.21,1.21,-2.09,7.0,-3.78,0.78,-2.57,-1.85,-5.16,-9.19,7.16,-3.81,10.4,-3.73,-6.54,-0.63,-3.13,-4.61,0.04,-1.48,-1.61,2.83,-12.22,4.13,-1.36,-11.37,1.21
23,4.92379473943151,5.057375497489847,January-2016,3.66,-2.3,20.6,-2.51,7.17,3.84,-0.13,7.56,3.06,4.32,-1.47,5.94,6.43,1.7,1.74,13.6,5.03,19.81,6.74,5.27,3.12,1.97,-2.22,6.57,-5.46,14.77,18.38,-6.47,9.2,9.48,2.54,-0.13
24,5.28847646718339,5.242571729699198,February-2016,0.38,-3.52,1.19,-6.3,2.88,17.25,13.94,6.04,0.48,10.36,2.09,13.83,8.44,2.34,-0.32,2.08,7.64,11.98,9.85,-1.58,7.28,8.75,6.62,3.81,6.96,-9.34,7.8,2.06,8.06,-2.82,15.82,13.94
25,-12.037980527722683,-12.059975269831842,March-2016,-28.26,-0.94,-26.89,-13.81,-16.01,-14.55,-17.12,-9.35,1.4,-16.46,-16.62,-5.79,-7.13,-2.37,-16.9,-12.69,-8.05,-22.66,-4.14,-4.78,-10.14,-15.31,-8.14,-23.89,-12.38,-10.78,-26.31,4.16,-18.47,3.01,-7.6,-17.12
26,-3.625446435274052,-3.2982272381123217,April-2016,-9.72,-2.0,-15.41,-7.14,4.11,-2.47,-8.56,-3.26,-10.09,-8.43,2.0,-9.51,-10.03,0.07,1.4,-3.07,-5.08,2.75,1.52,0.33,-5.81,-0.56,6.0,5.21,0.58,-3.68,3.82,0.99,-6.23,-6.79,-7.76,-8.56
27,-5.121933552967834,-3.582525299373211,May-2016,4.59,-17.05,-4.39,-1.4,-12.4,-10.51,-0.26,-5.41,0.53,-5.18,-2.12,2.25,3.96,-13.36,-10.88,-17.61,-4.35,-8.41,-13.79,1.93,-4.23,-1.78,2.4,-13.44,-3.22,3.34,19.16,5.99,-9.18,5.29,-3.21,-0.26
28,-4.810609280332396,-4.399575798645091,June-2016,3.75,-2.08,-21.7,-5.3,-7.79,5.94,-9.02,-2.57,-7.87,-0.64,-5.65,-27.15,-5.98,-1.99,-5.46,-1.49,-2.2,-6.74,-1.11,-5.73,0.46,0.94,-1.09,-1.28,6.33,-4.12,-7.32,-0.12,-3.46,-1.88,-9.18,-9.02
29,-5.882859019640715,-3.9335770094791873,July-2016,-10.21,-1.46,-24.89,-14.25,0.69,3.89,44.62,-0.59,-2.66,-6.06,-8.61,-17.28,-23.33,-11.06,-29.64,-4.13,0.16,-4.76,-9.71,-2.55,-6.01,-2.66,-4.75,-10.38,8.27,1.12,-12.22,-8.66,-2.36,-6.28,-1.31,44.62
30,-2.7548225356408875,-2.6362512700562672,August-2016,-4.43,4.59,-3.31,-4.88,4.45,3.7,-1.65,-10.32,1.97,-0.59,-8.73,-9.07,-5.95,-4.0,-6.4,2.83,-5.89,-10.26,-2.31,0.53,-3.55,4.05,-4.19,3.15,3.46,8.34,-13.26,6.62,-9.08,-17.88,-0.5,-1.65
31,5.239200475500496,4.845351676376576,September-2016,-1.07,2.26,-1.18,1.35,-4.19,10.41,-1.72,4.99,2.23,-0.96,4.25,-3.62,-1.22,-0.25,90.41,5.43,3.46,0.73,0.93,5.33,1.48,3.4,-2.28,6.07,-0.13,5.36,2.26,4.15,9.03,2.52,6.75,-1.72
32,-0.12709648202391857,-0.49287261297538576,October-2016,-8.08,-6.4,-17.67,4.16,-1.23,-4.67,-9.43,-0.05,6.25,0.14,-2.94,-10.87,44.48,7.46,-2.27,-3.14,-5.35,-2.85,0.88,3.17,1.42,1.34,2.86,3.7,3.43,-1.42,-18.89,-0.75,9.98,1.61,-1.85,-9.43
33,4.689202646784195,4.298530375822204,November-2016,-2.55,12.02,-13.48,-4.03,9.46,-10.44,3.94,5.28,10.02,8.81,9.5,12.42,5.49,9.81,14.92,6.37,7.83,-0.21,8.41,-0.48,4.32,4.92,5.56,6.28,2.7,-1.88,9.01,5.07,3.7,8.3,-7.87,3.94
34,1.9878961061863578,2.1773309997636687,December-2016,5.75,7.63,5.85,5.9,-4.12,-0.68,1.48,1.86,0.13,-1.66,9.69,3.04,-6.49,8.09,8.72,2.4,4.91,3.35,0.18,2.13,-0.38,-3.74,-8.8,-2.35,-3.61,5.9,3.47,11.34,4.2,5.12,-0.95,1.48
35,-3.9394962008016905,-4.225271324201927,January-2017,-18.23,-14.19,-17.04,87.79,-4.57,7.56,-7.35,-7.74,-4.64,-13.1,-13.8,-11.96,-12.41,-8.91,-23.47,-7.07,-7.44,-4.1,-8.23,-3.49,-6.87,5.59,3.4,-5.44,8.05,-13.93,-9.44,-0.29,-3.53,-8.5,-4.89,-7.35
36,-4.863773844635796,-4.360517489451762,February-2017,-4.38,-1.19,-2.35,5.9,-4.41,-10.65,1.7,2.8,-5.45,-4.9,-2.13,-22.33,-5.16,-5.53,-6.86,-1.77,-3.68,-3.54,-0.18,-1.14,-7.95,-10.61,-18.67,2.5,-8.93,-4.96,-2.85,-7.51,-8.64,-3.26,5.59,1.7
37,-3.258098803469059,-2.879087093991959,March-2017,0.0,-2.48,-6.02,-0.48,-1.17,8.05,3.08,-1.79,1.7,-7.27,-5.77,-3.12,-0.47,-4.56,-6.03,-7.3,-8.88,-8.69,-9.76,-5.19,-3.82,1.44,-6.54,-5.52,-0.84,4.16,-12.61,-1.29,3.03,-4.76,-1.75,3.08
38,-3.2191141995447445,-2.4165739029144357,April-2017,7.0,-2.7,11.32,-6.08,-4.36,9.28,-10.83,-2.17,-3.88,-2.52,-6.25,-11.76,-13.73,-4.52,-8.67,-10.8,-3.38,1.08,-2.31,-2.74,-6.92,6.54,-5.73,-0.66,9.93,-1.33,3.8,6.57,-3.83,-7.23,0.93,-10.83
39,-2.480797091229023,-1.5917204581806408,May-2017,-12.49,-7.06,1.89,2.49,-3.92,6.49,-3.18,0.85,-6.13,-2.39,0.99,8.26,1.82,-2.95,-3.85,-0.67,-6.98,0.31,-2.15,-14.13,-5.91,-11.98,3.89,-1.63,-6.26,-4.85,-3.69,21.97,-0.9,2.6,2.65,-3.18
40,3.3072188746212188,2.2255901904490294,June-2017,-7.81,-4.48,-4.21,-4.74,46.7,2.19,13.9,1.88,4.85,-0.03,5.57,1.8,10.87,4.2,-3.72,4.09,0.94,5.18,-2.94,-1.39,-1.16,7.07,-2.96,0.0,4.23,-1.98,-6.93,-10.59,-0.37,-4.57,1.0,13.9
41,-4.725515999702856,-3.8012008807487416,July-2017,-4.26,1.03,-12.29,-8.93,-7.21,-1.02,26.33,-0.61,-4.03,-10.93,-2.44,-21.47,4.56,-5.01,-23.86,29.37,-6.73,-14.24,-10.51,-6.63,-7.93,-5.49,-16.92,-3.14,-8.09,-10.19,-9.35,4.11,-0.53,-6.15,-3.57,26.33
42,-3.2074403567787155,-2.1032615463668085,August-2017,-12.41,-5.21,-10.19,-15.06,10.29,-11.11,-12.29,-0.03,4.08,-0.9,1.51,-10.08,-23.57,-0.75,-4.79,4.71,4.3,11.26,0.6,-5.55,0.47,-0.11,1.26,8.33,9.49,-2.41,0.98,9.66,3.51,-7.41,-2.8,-12.29
43,3.8122131092509535,3.5560270259269835,September-2017,-2.05,5.16,-1.88,2.51,1.35,-6.82,10.68,-10.67,6.77,-1.36,3.64,6.49,11.87,4.37,-2.88,-0.46,-2.66,8.51,1.96,3.47,-1.58,2.39,50.92,6.88,1.81,9.16,4.14,-4.76,-1.63,-3.12,0.86,10.68
44,-5.518857141462585,-6.749575060316955,October-2017,-8.08,1.37,-5.72,-3.83,-2.04,-5.27,-14.72,-4.89,-7.28,3.1,-14.24,2.38,-3.56,-5.7,1.92,-6.96,-2.26,-20.51,1.92,-5.25,-0.32,-7.36,-20.28,-2.45,-2.55,-28.05,-14.38,-9.98,-2.8,-7.03,-7.92,-14.72
45,0.3083303605360546,0.4932299514149064,November-2017,1.21,-7.85,10.88,1.3,-2.89,-1.65,7.17,-1.59,-4.87,-2.12,4.32,-3.97,5.02,2.79,3.91,0.31,2.38,-4.79,1.73,-2.98,-2.39,-0.69,1.93,3.29,-5.78,0.16,7.31,2.43,-2.48,-2.87,-0.22,7.17
46,-0.4584002859638634,-1.0538553966861752,December-2017,-5.37,-7.03,-11.48,-5.97,-3.93,-2.97,-3.17,-0.35,46.75,0.68,-2.61,-0.28,1.3,-0.88,-1.59,-3.3,-0.89,3.42,-1.94,-7.41,-1.16,-2.51,0.17,1.1,-6.6,-6.55,-1.45,-5.71,-4.93,1.4,2.05,-3.17
47,-4.1177198897934995,-2.7868347703384573,January-2018,3.74,0.73,-2.96,-7.58,-5.4,-21.24,5.17,-0.47,-1.65,-6.3,-1.37,8.16,-7.56,2.32,4.51,-12.7,-9.97,-1.05,-14.34,-0.11,-7.09,-15.23,-4.35,3.78,-10.71,16.95,-5.88,-1.5,-5.51,0.92,3.92,5.17
48,3.703658860632568,3.8128337086480752,February-2018,4.73,-0.21,2.96,-7.57,-1.44,-0.28,12.72,9.58,4.55,4.24,5.16,-5.11,9.22,1.08,2.11,6.88,1.89,14.07,7.21,3.89,6.11,2.36,0.91,3.38,-2.05,2.8,4.71,7.59,10.75,-6.68,4.11,12.72
49,4.372122355429305,4.219635729885433,March-2018,15.01,-2.3,15.53,7.71,-2.27,-4.2,0.33,8.94,-1.57,-6.89,4.96,-2.41,53.51,-0.17,-7.77,0.55,3.69,6.94,-0.53,-1.49,-0.41,6.22,7.31,2.96,3.39,6.66,13.13,7.46,3.81,0.27,-3.95,0.33
50,-7.00240695998583,-6.357937825828387,April-2018,-4.17,-18.3,-7.26,-12.88,-2.21,-5.21,9.3,-7.24,-17.89,-5.71,-4.11,-5.87,7.94,-7.09,-7.7,-6.76,-15.43,1.52,-3.3,-12.96,-2.81,-23.94,-9.1,-6.98,-5.73,-2.67,-14.61,-6.61,-1.7,-10.77,-1.38,9.3
51,-0.32013725478096555,0.10557742114045521,May-2018,3.24,-6.34,16.48,-2.21,-2.24,-6.02,-4.07,6.64,-5.83,-2.62,9.13,-10.32,-7.24,-8.79,-10.6,2.36,-10.46,-9.3,2.98,-6.93,-9.85,50.59,4.34,5.8,-2.71,8.73,3.51,9.09,-4.87,-7.7,2.96,-4.07
52,1.1873985404508858,0.8110726810493334,June-2018,1.32,8.0,5.44,1.73,-7.27,7.8,8.02,-2.14,2.89,0.45,-1.8,3.8,10.4,3.18,-8.96,7.04,-0.36,3.68,-4.31,-1.75,1.32,-5.87,-5.61,4.31,-6.08,-1.93,5.15,-16.74,6.06,-4.48,4.49,8.02
53,-6.081038056682353,-5.590105500779885,July-2018,0.88,-5.61,5.73,-1.01,-7.65,-3.63,-4.78,3.93,-4.14,-2.84,-10.2,-20.06,-5.45,-14.57,-17.48,-2.46,2.42,-13.15,-4.58,-5.47,-3.46,-5.09,-21.88,-6.92,-4.46,-2.55,-7.55,-1.09,-7.78,-5.38,2.7,-4.78
54,-2.6889859320998455,-3.678047174707101,August-2018,-6.89,-3.83,-2.23,-20.19,-9.75,-12.39,6.96,-1.69,-3.36,4.54,-6.69,3.31,5.35,5.33,-5.95,-5.11,1.83,-5.27,3.17,-2.83,5.45,-7.05,-4.65,-17.63,-5.49,1.88,4.19,-15.1,-18.01,-3.11,-10.12,6.96
55,8.129197507269721,9.203971805401906,September-2018,3.54,10.48,-2.0,4.07,46.91,2.57,-3.18,2.16,10.83,11.39,9.27,11.34,1.57,5.62,24.19,7.48,11.04,14.2,9.11,9.71,2.74,-5.12,-1.39,9.9,49.45,11.76,14.32,4.42,5.68,13.85,2.49,-3.18
56,6.460898946907449,6.73922567939251,October-2018,4.82,8.49,8.85,11.02,5.71,0.11,26.49,3.56,11.31,15.57,13.73,9.79,9.89,5.16,-9.56,-2.5,2.23,-5.85,-0.8,-0.63,4.68,11.3,15.64,-0.18,5.72,13.63,2.85,7.09,4.97,2.87,4.08,26.49
57,-6.335064366024781,-3.633294225504875,November-2018,4.01,-21.74,7.31,7.06,-3.59,5.19,-17.58,-5.61,-3.52,-14.54,-14.12,-11.19,3.22,-9.59,-6.47,-10.11,-10.23,-1.37,-12.1,-8.39,-10.74,-1.7,-10.06,4.78,2.88,-7.33,-14.67,15.0,-7.54,43.93,12.42,-17.58
58,-1.5523743443361822,-1.4815002367810661,December-2018,1.58,4.73,-3.35,2.64,-8.42,-2.21,-12.31,0.67,-1.71,1.99,-0.25,-7.89,-2.62,-2.14,-4.46,-0.62,-1.82,-3.97,0.69,-3.68,-0.25,3.91,4.04,-3.8,1.0,0.21,-5.86,12.52,0.95,1.29,-6.22,-12.31
59,3.6204318002670655,2.522934351271337,January-2019,8.8,-0.8,2.4,10.33,12.86,-1.63,4.52,6.08,15.29,5.88,12.04,5.99,-0.04,-2.84,2.68,8.7,0.12,0.78,2.35,3.07,1.95,-6.39,-9.46,4.07,-13.6,1.84,12.26,1.17,-16.64,-2.49,5.89,4.52
60,-0.5148182840232561,-0.23326900534212366,February-2019,-5.33,-3.21,14.23,-2.35,5.15,-13.53,2.53,-13.44,5.03,2.13,-8.72,-6.13,-5.58,0.54,-3.0,1.44,3.26,8.04,4.26,1.75,-0.05,1.51,-0.36,-0.95,2.09,-3.52,4.27,-4.65,1.88,4.26,-1.18,2.53
61,-2.379585013677722,-2.291594454851846,March-2019,-3.87,2.33,-1.74,-2.06,-5.23,2.5,-8.95,-2.05,-3.62,-3.08,-3.66,-2.45,-2.66,1.53,-4.5,-3.39,-2.1,-4.26,-2.29,1.75,-2.18,-1.92,-2.85,2.94,2.92,2.89,-5.33,-2.17,-3.24,-0.13,-7.63,-8.95
